"","year","song","artist","peak_pos","weeks_on_chart","instance"
"6732",2018,"Tic Tac Toe","Meek Mill Featuring Kodak Black",72,1,1
"6733",2018,"TIC TOC","6ix9ine Featuring Lil Baby",62,3,1
"6734",2007,"Ticks","Brad Paisley",40,20,1
"6735",2010,"Tie Me Down","New Boyz Featuring Ray J",97,26,1
"6736",2011,"Tighten Up","The Black Keys",93,4,2
"6737",2016,"Tiimmy Turner","Desiigner",46,20,1
"6738",2011,"Tik Tok","Glee Cast",61,1,1
"6739",2010,"TiK ToK","Ke$ha",79,38,1
"6740",2016,"Til It Happens To You","Lady Gaga",95,1,1
"6741",2015,"Til It's Gone","Kenny Chesney",100,14,1
"6742",2013,"Til My Last Day","Justin Moore",98,20,1
"6743",2011,"Till I'm Gone","Tinie Tempah Featuring Wiz Khalifa",96,4,1
"6744",2011,"Till The World Ends","Britney Spears Featuring Nicki Minaj & Ke$ha",20,24,1
"6745",2004,"Tilt Ya Head Back","Nelly & Christina Aguilera",75,6,1
"6746",2007,"Tim McGraw","Taylor Swift",86,20,1
"6747",2014,"Timber","Pitbull Featuring Ke$ha",49,39,1
"6748",2018,"Time","Lil Baby Featuring Meek Mill",62,1,1
"6749",2011,"Time After Time","Javier Colon",65,1,1
"6750",2009,"Time For Miracles","Adam Lambert",50,1,1
"6751",2012,"Time Is Love","Josh Turner",91,25,1
"6752",2015,"Time Of Our Lives","Pitbull & Ne-Yo",94,27,2
"6753",2007,"Time Of The Season","Blake Lewis",99,1,1
"6754",2010,"Time Warp","Glee Cast",89,1,1
"6755",2004,"Time's Up!","Jadakiss Featuring Nate Dogg",91,8,1
"6756",2017,"Timeless","A Boogie Wit da Hoodie Featuring DJ SPINKING",96,4,1
"6757",2003,"Times Like These","Foo Fighters",75,20,1
"6758",2017,"Tin Man","Miranda Lambert",75,1,1
"6759",2013,"Tip It On Back","Dierks Bentley",99,16,2
"6760",2004,"Tipsy","J-Kwon",96,30,1
"6761",2012,"Titanium","David Guetta Featuring Sia",79,33,2
"6762",2015,"Title","Meghan Trainor",100,1,1
"6763",2014,"TKO","Justin Timberlake",54,17,1
"6764",2010,"To Sir With Love","Glee Cast",75,1,1
"6765",2017,"To The Max","DJ Khaled Featuring Drake",53,4,1
"6766",2012,"To The World","Kanye West, R. Kelly",70,2,1
"6767",2000,"Toca's Miracle","Fragma",99,1,1
"6768",2017,"Today","Brad Paisley",95,11,2
"6769",2011,"Today Is Your Day","Shania Twain",66,1,1
"6770",2010,"Today Was A Fairytale","Taylor Swift",2,18,1
"6771",2009,"Toes","Zac Brown Band",95,20,1
"6772",2013,"Tom Ford","JAY-Z",39,20,1
"6773",2011,"Tomorrow","Chris Young",96,21,2
"6774",2012,"Tongue Tied","Grouplove",78,20,2
"6775",2009,"Tonight","Jonas Brothers",89,4,2
"6776",2012,"Tonight (Best You Ever Had)","John Legend Featuring Ludacris",97,12,2
"6777",2011,"Tonight (I'm Lovin' You)","Enrique Iglesias Featuring Ludacris & DJ Frank E",18,25,1
"6778",2002,"Tonight I Wanna Be Your Man","Andy Griggs",74,12,1
"6779",2006,"Tonight I Wanna Cry","Keith Urban",86,20,1
"6780",2013,"Tonight I'm Getting Over You","Carly Rae Jepsen Featuring Nicki Minaj",90,1,1
"6781",2012,"Tonight Is The Night","Outasight",96,20,1
"6782",2015,"Tonight Looks Good On You","Jason Aldean",96,18,2
"6783",2011,"Tonight Tonight","Hot Chelle Rae",93,30,1
"6784",2002,"Too Bad","Nickelback",79,20,1
"6785",2013,"Too Close","Alex Clare",75,44,2
"6786",2012,"Too Close","Melanie Martinez",94,1,1
"6787",2008,"Too Drunk...","Buckcherry",96,1,1
"6788",2016,"Too Good","Drake Featuring Rihanna",52,29,1
"6789",2018,"Too Good At Goodbyes","Sam Smith",5,23,1
"6790",2017,"Too Hotty","Quality Control Featuring Quavo, Takeoff & Offset",97,1,1
"6791",2017,"Too Hotty","Quavo, Takeoff & Offset",91,4,1
"6792",2001,"Too Little Too Late","Barenaked Ladies",86,4,1
"6793",2007,"Too Little Too Late","JoJo",90,22,1
"6794",2009,"Too Many Rappers","Beastie Boys Featuring Nas",93,1,1
"6795",2013,"Too Much","Drake",64,1,1
"6796",2004,"Too Much Of A Good Thing","Alan Jackson",66,13,1
"6797",2017,"Too Much Sauce","DJ ESCO Featuring Future & Lil Uzi Vert",94,20,1
"6798",2018,"Too Much To Ask","Niall Horan",99,11,3
"6799",2018,"Took His Time","Lil Wayne",65,1,1
"6800",2010,"Toot It And Boot It","YG",94,11,1
"6801",2016,"Toothbrush","DNCE",98,10,1
"6802",2007,"Top Back","T.I.",88,20,1
"6803",2009,"Top Of The World","The Pussycat Dolls",79,1,1
"6804",2016,"Top Of The World","Tim McGraw",99,13,1
"6805",2018,"Top Off","DJ Khaled Featuring JAY Z, Future & B",22,7,1
"6806",2018,"Topanga","Trippie Redd",80,5,1
"6807",2006,"Torn","LeToya",92,20,1
"6808",2013,"Tornado","Little Big Town",97,20,1
"6809",2017,"Total Eclipse Of The Heart","Chloe Kohanski",99,1,1
"6810",2010,"Total Eclipse Of The Heart","Glee Cast Featuring Jonathan Groff",16,2,1
"6811",2005,"Touch","Omarion",99,3,2
"6812",2006,"Touch It","Busta Rhymes",88,23,1
"6813",2008,"Touch My Body","Mariah Carey",57,20,1
"6814",2006,"Touch The Sky","Kanye West Featuring Lupe Fiasco",90,9,1
"6815",2010,"Touchin On My","3OH!3",49,2,1
"6816",2015,"Touchin, Lovin","Trey Songz Featuring Nicki Minaj",95,20,1
"6817",2007,"Tough","Craig Morgan",94,8,1
"6818",2004,"Tough Little Boys","Gary Allan",75,20,1
"6819",2004,"Toxic","Britney Spears",53,20,1
"6820",2010,"Toxic","Glee Cast",16,1,1
"6821",2018,"Toxic Waste","Trippie Redd",98,1,1
"6822",2002,"Toxicity","System Of A Down",76,13,1
"6823",2002,"Trade It All","Fabolous Featuring P. Diddy & Jagged Edge",70,18,1
"6824",2009,"Trading Places","Usher",100,17,1
"6825",2010,"Trailerhood","Toby Keith",97,4,1
"6826",2018,"Train Food","XXXTENTACION",64,1,1
"6827",2019,"Trampoline","SHAED",99,2,1
"6828",2017,"Transportin'","Kodak Black",82,16,1
"6829",2016,"Trap Queen","Fetty Wap",86,52,1
"6830",2017,"Trap Trap Trap","Rick Ross Featuring Young Thug & Wale",97,1,1
"6831",2005,"Trapped In The Closet","R. Kelly",100,16,1
"6832",2018,"Trauma","Meek Mill",61,1,1
"6833",2003,"Travelin' Soldier","Dixie Chicks",70,10,1
"6834",2015,"Traveller","Chris Stapleton",87,1,1
"6835",2013,"Treasure","Bruno Mars",71,23,1
"6836",2000,"Treat Her Like A Lady","Joe",77,17,1
"6837",2017,"Treat You Better","Shawn Mendes",34,39,1
"6838",2000,"Tricky, Tricky","Lou Bega",75,3,1
"6839",2019,"Triggered","Jhene Aiko",51,3,1
"6840",2019,"Trip","Ella Mai",79,27,1
"6841",2014,"Trophies","Young Money Featuring Drake",73,20,1
"6842",2008,"Troubadour","George Strait",97,15,1
"6843",2015,"Trouble","Iggy Azalea Featuring Jennifer Hudson",67,5,1
"6844",2003,"Trouble","P!nk",71,4,1
"6845",2008,"Troublemaker","Akon Featuring Sweet Rush",97,1,1
"6846",2013,"Troublemaker","Olly Murs Featuring Flo Rida",87,20,1
"6847",2012,"Truck Yeah","Tim McGraw",69,16,1
"6848",2005,"True","Ryan Cabrera",52,20,1
"6849",2009,"True Colors","Glee Cast",66,1,1
"6850",2016,"True Colors","The Weeknd",48,2,1
"6851",2016,"True Colors","Zedd & Kesha",74,1,1
"6852",2007,"True Friend","Hannah Montana",99,1,1
"6853",2013,"True Love","P!nk Featuring Lily Allen",85,14,1
"6854",2015,"Truffle Butter","Nicki Minaj Featuring Drake & Lil Wayne",71,20,1
"6855",2015,"Trumpets","Jason Derulo",87,32,1
"6856",2015,"Trust","Justin Bieber",98,1,1
"6857",2009,"Trust","Keyshia Cole Duet With Monica",93,15,1
"6858",2019,"Truth Hurts","Lizzo",50,6,1
"6859",2005,"Truth Is","Fantasia",73,20,1
"6860",2015,"Try","Colbie Caillat",94,20,2
"6861",2013,"Try","P!nk",93,24,2
"6862",2000,"Try Again","Aaliyah",59,32,1
"6863",2016,"Try Everything","Shakira",70,9,2
"6864",2003,"Try It On My Own","Whitney Houston",99,12,2
"6865",2015,"Try Me","DeJ Loaf",67,20,1
"6866",2018,"Try Me","The Weeknd",26,2,1
"6867",2010,"Try Sleeping With A Broken Heart","Alicia Keys",58,20,1
"6868",2005,"Trying To Find Atlantis","Jamie O'Neal",98,4,2
"6869",2008,"Trying To Stop Your Leaving","Dierks Bentley",92,15,1
"6870",2012,"TTYLXOX","Bella Thorne",98,2,1
"6871",2007,"Tu Amor","RBD",100,8,2
"6872",2006,"Tu Recuerdo","Ricky Martin Featuring La Mari De Chambao Y Tommy Torres",96,2,1
"6873",2015,"Tuesday","I LOVE MAKONNEN Featuring Drake",90,22,1
"6874",2017,"Tunnel Vision","Kodak Black",27,20,1
"6875",2010,"Turn Around (5 4 3 2 1)","Flo Rida",98,1,1
"6876",2014,"Turn Down For What","DJ Snake & Lil Jon",38,37,1
"6877",2006,"Turn It Up","Chamillionaire Featuring Lil' Flip",95,20,1
"6878",2012,"Turn Me On","David Guetta Featuring Nicki Minaj",68,27,2
"6879",2004,"Turn Me On","Kevin Lyttle Featuring Spragga Benz",94,25,1
"6880",2009,"Turn My Swag On","Soulja Boy Tell'em",98,20,1
"6881",2002,"Turn Off The Light","Nelly Furtado",69,25,1
"6882",2013,"Turn On The Lights","Future",89,20,1
"6883",2011,"Turn On The Radio","Reba",94,18,1
"6884",2013,"Turn The Night Up","Enrique Iglesias",62,6,1
"6885",2013,"Turn The Page","The Swon Brothers",90,1,1
"6886",2012,"Turn To You (Mother's Day Dedication)","Justin Bieber",60,1,1
"6887",2012,"Turn Up The Music","Chris Brown",10,20,1
"6888",2009,"Turnin Me On","Keri Hilson Featuring Lil Wayne",90,22,1
"6889",2011,"Turning Tables","Adele",96,3,2
"6890",2011,"Turning Tables","Glee Cast Featuring Gwyneth Paltrow",66,1,1
"6891",2013,"Tuscan Leather","Drake",81,1,1
"6892",2009,"Twang","George Strait",100,1,1
"6893",2019,"Twerk","City Girls Featuring Cardi B",92,13,2
"6894",2011,"Twisted","Gorilla Zoe Featuring Lil Jon",77,1,1
"6895",2006,"Twisted Transistor","Korn",97,11,2
"6896",2017,"Two","Lil Uzi Vert",80,1,1
"6897",2016,"Two Birds, One Stone","Drake",73,1,1
"6898",2013,"Two Black Cadillacs","Carrie Underwood",90,20,1
"6899",2010,"Two Is Better Than One","Boys Like Girls Featuring Taylor Swift",92,21,2
"6900",2014,"Two Night Town","Jason Aldean",76,1,1
"6901",2001,"Two People Fell In Love","Brad Paisley",79,18,1
"6902",2002,"Two Wrongs","Wyclef Jean Featuring Claudette Ortiz",76,20,1
"6903",2013,"Type Of Way","Rich Homie Quan",98,20,1
"6904",2007,"U + Ur Hand","P!nk",94,33,1
"6905",2005,"U Already Know","112 Featuring Foxy Brown",99,20,1
"6906",2006,"U And Dat","E-40 Featuring T-Pain & Kandi Girl",100,25,1
"6907",2010,"U Can't Touch This","Glee Cast",92,1,1
"6908",2002,"U Don't Have To Call","Usher",65,26,1
"6909",2005,"U Don't Know Me","T.I.",77,20,1
"6910",2000,"U Don't Love Me","Kumbia Kings Featuring A.B. Quintanilla",81,10,1
"6911",2002,"U Got It Bad","Usher",93,32,1
"6912",2014,"U Guessed It","OG Maco Featuring 2 Chainz",94,4,1
"6913",2000,"U Know What's Up","Donell Jones",7,24,1
"6914",2005,"U Make Me Wanna","Jadakiss Featuring Mariah Carey",75,13,1
"6915",2001,"U Remind Me","Usher",53,24,1
"6916",2004,"U Saved Me","R. Kelly",94,16,2
"6917",2004,"U Should've Known Better","Monica",67,20,1
"6918",2011,"U Smile","Justin Bieber",95,4,3
"6919",2000,"U Understand","Juvenile",85,6,1
"6920",2016,"U With Me?","Drake",44,4,1
"6921",2013,"U.O.E.N.O.","Rocko Featuring Future & Rick Ross",99,20,1
"6922",2016,"Uber Everywhere","MadeinTYO",99,20,2
"6923",2002,"Ugly","Bubba Sparxxx",98,20,1
"6924",2002,"Uh Huh","B2K",43,22,1
"6925",2015,"Ulay, Oh","How I Became The Bomb",58,1,1
"6926",2016,"Ultralight Beam","Kanye West",67,2,1
"6927",2014,"Ultraviolence","Lana Del Rey",70,1,1
"6928",2015,"Uma Thurman","Fall Out Boy",93,27,3
"6929",2007,"Umbrella","Rihanna Featuring Jay-Z",91,33,1
"6930",2008,"Umma Do Me","Rocko",88,11,1
"6931",2010,"Un-Thinkable (I'm Ready)","Alicia Keys",88,20,1
"6932",2007,"Unappreciated","Cherish",98,17,1
"6933",2006,"Unbreakable","Alicia Keys",61,19,1
"6934",2011,"Unbroken","Demi Lovato",98,1,1
"6935",2002,"Unbroken","Tim McGraw",69,20,1
"6936",2000,"Unconditional","Clay Davidson",97,20,1
"6937",2014,"Unconditionally","Katy Perry",30,20,1
"6938",2019,"Undecided","Chris Brown",35,12,1
"6939",2017,"Undefeated","A Boogie Wit da Hoodie Featuring 21 Savage",84,1,1
"6940",2012,"Undefeated","Jason Derulo",90,1,1
"6941",2009,"Under","Pleasure P",87,10,1
"6942",2011,"Under And Over It","Five Finger Death Punch",77,1,1
"6943",2019,"Under Enemy Arms","Trippie Redd",94,1,1
"6944",2016,"Under Pressure","Queen & David Bowie",45,16,2
"6945",2005,"Under Pressure","The Used And My Chemical Romance",54,3,1
"6946",2003,"Underneath It All","No Doubt Featuring Lady Saw",64,30,1
"6947",2019,"Underneath The Tree","Kelly Clarkson",92,4,2
"6948",2002,"Underneath Your Clothes","Shakira",70,20,1
"6949",2009,"Undertow","Timbaland Featuring The Fray & Esthero",100,1,1
"6950",2010,"Undo It","Carrie Underwood",95,20,2
"6951",2019,"Undrunk","FLETCHER",85,6,1
"6952",2006,"Unfaithful","Rihanna",51,20,1
"6953",2017,"UnFazed","Lil Uzi Vert Featuring The Weeknd",84,1,1
"6954",2018,"Unforgettable","French Montana Featuring Swae Lee",74,41,1
"6955",2017,"Unforgettable","Thomas Rhett",68,20,1
"6956",2018,"Unica","Ozuna",72,1,1
"6957",2009,"Universal Mind Control","Common Featuring Pharrell",95,6,1
"6958",2006,"Unpredictable","Jamie Foxx Featuring Ludacris",100,22,1
"6959",2000,"Unpretty","TLC",1,32,1
"6960",2017,"Unsteady","X Ambassadors",99,34,1
"6961",2010,"Unstoppable","Rascal Flatts",92,18,2
"6962",2001,"Until The End Of Time","2Pac",82,14,1
"6963",2008,"Until The End Of Time","Justin Timberlake Duet With Beyonce",98,25,2
"6964",2005,"Untitled (How Can This Happen To Me?)","Simple Plan",95,16,1
"6965",2000,"Untitled (How Does It Feel)","D'Angelo",77,17,1
"6966",2016,"Untitled 02 l 06.23.2014.","Kendrick Lamar",79,1,1
"6967",2016,"Untitled 07 l Levitate","Kendrick Lamar",90,1,1
"6968",2017,"Untouchable","Eminem",86,1,1
"6969",2009,"Untouchable","Taylor Swift",19,2,1
"6970",2017,"Untouchable","YoungBoy Never Broke Again",95,2,1
"6971",2009,"Untouched","The Veronicas",62,20,1
"6972",2011,"Unusual","Trey Songz Featuring Drake",90,11,1
"6973",2003,"Unusually Unusual","Lonestar",73,5,1
"6974",2004,"Unwell","matchbox twenty",59,54,1
"6975",2006,"Unwritten","Natasha Bedingfield",77,42,1
"6976",2011,"Up All Night","Blink-182",85,2,1
"6977",2010,"Up All Night","Drake Featuring Nicki Minaj",49,2,1
"6978",2014,"Up All Night","Jon Pardi",99,13,1
"6979",2018,"Up Down","Morgan Wallen Featuring Florida Georgia Line",86,20,1
"6980",2014,"Up Down (Do This All Day)","T-Pain Featuring B.o.B",95,20,1
"6981",2010,"Up On The Ridge","Dierks Bentley",99,1,1
"6982",2010,"Up Out My Face","Mariah Carey Featuring Nicki Minaj",100,1,1
"6983",2018,"Up To Something","Metro Boomin Featuring Travis Scott & Young Thug",100,1,1
"6984",2010,"Up To The Mountain","Crystal Bowersox",57,1,1
"6985",2007,"Up To The Mountain","Kelly Clarkson Featuring Jeff Beck",56,2,1
"6986",2003,"Up!","Shania Twain",73,10,1
"6987",2012,"UP!","LoveRance Featuring IamSu & Skipper or 50 Cent",92,20,1
"6988",2007,"Upgrade U","Beyonce Featuring Jay Z",98,18,5
"6989",2010,"Uprising","Muse",81,20,2
"6990",2019,"Uproar","Lil Wayne",7,20,1
"6991",2006,"Upside Down","Jack Johnson",69,20,1
"6992",2016,"Uptown Funk!","Mark Ronson Featuring Bruno Mars",65,56,2
"6993",2011,"Uptown Girl","Glee Cast",68,1,1
"6994",2018,"Uptown Vibes","Meek Mill Featuring Fabolous & Anuel AA",39,3,1
"6995",2010,"Use Somebody","Kings Of Leon",100,57,2
"6996",2018,"Used 2","Lil Wayne",78,1,1
"6997",2015,"Used To","Drake Featuring Lil Wayne",91,2,1
"6998",2004,"Used To Love U","John Legend",97,13,1
"6999",2016,"Used To Love You","Gwen Stefani",84,9,2
"7000",2015,"Used To Love You Sober","Kane Brown",82,1,1
"7001",2017,"Used To This","Future Featuring Drake",14,18,1
"7002",2014,"V. 3005","Childish Gambino",99,20,2
"7003",2013,"V.S.O.P.","K. Michelle",90,4,1
"7004",2013,"Va Va Voom","Nicki Minaj",98,20,2
"7005",2018,"Vaina Loca","Ozuna x Manuel Turizo",100,2,2
"7006",2010,"Valerie","Glee Cast",54,1,1
"7007",2019,"Valuable Pain","YoungBoy Never Broke Again",87,2,1
"7008",2010,"Vanilla Twilight","Owl City",99,5,4
"7009",2006,"Vans","The Pack",58,3,1
"7010",2015,"Velvet","Chris Jamison",53,1,1
"7011",2018,"Venom","Eminem",49,5,2
"7012",2013,"Venus","Lady Gaga",32,1,1
"7013",2013,"Versace","Migos",99,1,1
"7014",2017,"Versace On The Floor","Bruno Mars",100,14,3
"7015",2018,"Vertigo","Khalid",89,1,1
"7016",2005,"Vertigo","U2",46,20,1
"7017",2016,"Vice","Miranda Lambert",47,19,1
"7018",2016,"Victorious","Panic! At The Disco",94,4,2
"7019",2019,"Victory Lap","Nipsey Hussle Featuring Stacy Barthe",100,1,1
"7020",2002,"Video","India.Arie",95,31,2
"7021",2012,"Video Games","Lana Del Rey",91,1,1
"7022",2010,"Video Phone","Beyonce Featuring Lady Gaga",65,5,1
"7023",2016,"Views","Drake",86,1,1
"7024",2017,"Ville Mentality","J. Cole",24,2,1
"7025",2018,"Violent Crimes","Kanye West",27,2,1
"7026",2008,"Violet Hill","Coldplay",40,10,1
"7027",2005,"Vitamin R (Leading Us Along)","Chevelle",77,12,1
"7028",2009,"Viva La Vida","Coldplay",15,51,1
"7029",2013,"Vivir Mi Vida","Marc Anthony",100,5,2
"7030",2011,"Voices","Chris Young",89,20,1
"7031",2007,"Vulnerable","Secondhand Serenade",83,1,1
"7032",2018,"W O R K I N M E","Quavo",72,15,1
"7033",2007,"Wadsyaname","Nelly",43,6,1
"7034",2013,"Wagon Wheel","Darius Rucker",96,26,2
"7035",2018,"Wait","Maroon 5",93,24,2
"7036",2005,"Wait (The Whisper Song)","Ying Yang Twins",94,22,1
"7037",2001,"Wait A Minute","Ray J Featuring Lil' Kim",76,17,1
"7038",2007,"Wait A Minute","The Pussycat Dolls Featuring Timbaland",100,17,2
"7039",2013,"Wait For A Minute","Tyga & Justin Bieber",68,1,1
"7040",2007,"Wait For You","Elliott Yamin",100,30,2
"7041",2008,"Waitin' On A Woman","Brad Paisley",99,20,1
"7042",2014,"Waiting For Superman","Daughtry",100,17,3
"7043",2011,"Waiting For The End","Linkin Park",100,23,3
"7044",2000,"Waiting For Tonight","Jennifer Lopez",8,20,1
"7045",2003,"Waiting For You","Seal",98,8,1
"7046",2007,"Waiting On The World To Change","John Mayer",25,40,1
"7047",2018,"WAKA","6ix9ine Featuring A Boogie Wit da Hoodie",71,3,1
"7048",2010,"Waka Waka (This Time For Africa)","Shakira Featuring Freshlyground",80,18,2
"7049",2006,"Wake Me Up When September Ends","Green Day",98,27,1
"7050",2018,"Wake Me Up!","Avicii",81,54,2
"7051",2016,"Wake Up","Fetty Wap",99,13,2
"7052",2005,"Wake Up","Hilary Duff",29,6,1
"7053",2018,"Wake Up","Travis Scott",30,2,1
"7054",2008,"Wake Up Call","Maroon 5",99,22,1
"7055",2019,"Wake Up In The Sky","Gucci Mane X Bruno Mars X Kodak Black",30,26,1
"7056",2014,"Wake Up Lovin' You","Craig Morgan",99,2,2
"7057",2009,"Waking Up In Vegas","Katy Perry",65,23,1
"7058",2011,"Walk","Foo Fighters",100,13,1
"7059",2003,"Walk A Little Straighter","Billy Currington",93,15,1
"7060",2006,"Walk Away","Kelly Clarkson",97,29,1
"7061",2007,"Walk Away (Remember Me)","Paula DeAnda Featuring The DEY",95,22,1
"7062",2007,"Walk It Out","Unk",95,36,1
"7063",2018,"Walk It Talk It","Migos Featuring Drake",18,22,1
"7064",2019,"Walk Me Home","P!nk",89,15,2
"7065",2018,"Walk On Water","Eminem Featuring Beyonce",14,4,1
"7066",2014,"Walk Thru","Rich Homie Quan Featuring Problem",99,7,1
"7067",2004,"Walked Outta Heaven","Jagged Edge",76,27,1
"7068",2009,"Walkin' On The Moon","The-Dream Featuring Kanye West",100,9,1
"7069",2011,"Walking","Mary Mary",97,5,2
"7070",2002,"Walking Away","Craig David",62,20,1
"7071",2004,"Walking In Memphis","Lonestar",73,11,1
"7072",2016,"Walking On A Dream","Empire Of The Sun",90,5,2
"7073",2013,"Walking On Air","Katy Perry",34,1,1
"7074",2007,"Wall To Wall","Chris Brown",96,9,2
"7075",2003,"Wanksta","50 Cent",68,20,1
"7076",2012,"Wanna Be Startin' Somethin'","Glee Cast",78,1,1
"7077",2008,"Wanna Be Startin' Somethin' 2008","Michael Jackson With Akon",81,3,1
"7078",2017,"Wanna Be That Song","Brett Eldredge",98,20,1
"7079",2004,"Wanna Get To Know You","G-Unit Featuring Joe",62,18,1
"7080",2009,"Want It, Need It","Plies Featuring Ashanti",96,1,1
"7081",2007,"Want To","Sugarland",41,20,1
"7082",2015,"Want To Want Me","Jason Derulo",45,35,1
"7083",2012,"Want U Back","Cher Lloyd",75,20,1
"7084",2018,"Want You Back","5 Seconds Of Summer",61,1,1
"7085",2013,"Wanted","Hunter Hayes",99,46,1
"7086",2009,"Wanted","Jessie James",98,12,2
"7087",2006,"Wanted Dead Or Alive","Chris Daughtry",43,3,1
"7088",2018,"Wanted You","NAV Featuring Lil Uzi Vert",97,6,2
"7089",2012,"Wanted You More","Lady Antebellum",94,5,2
"7090",2018,"Warm It Up","Logic Featuring Young Sinatra",98,1,1
"7091",2008,"Warrior","Nelly",96,1,1
"7092",2018,"Wassup","Logic Featuring Big Sean",83,1,1
"7093",2018,"Waste It On Me","Steve Aoki Featuring BTS",89,1,1
"7094",2007,"Wasted","Carrie Underwood",94,20,1
"7095",2010,"Wasted","Gucci Mane Featuring Plies Or OJ Da Juiceman",95,19,1
"7096",2018,"Wasted","Juice WRLD Featuring Lil Uzi Vert",97,6,2
"7097",2014,"Wasted","Tiesto Featuring Matthew Koma",95,12,1
"7098",2015,"Wasted Love","Matt McAndrew",14,1,1
"7099",2016,"Wasted Time","Keith Urban",91,17,3
"7100",2018,"Wasted Times","The Weeknd",27,3,1
"7101",2006,"Wasteland","10 Years",94,2,1
"7102",2014,"Wasting All These Tears","Cassadee Pope",90,20,2
"7103",2002,"Wasting My Time","Default",78,35,1
